Date,Cajon Grande,CyMore,Madre,Tesuque Medio,Tesuque Pond,Frank V Ortiz,Vicente Ortiz,CICD,Acequia en Medio,Del Molino,Los Romeros,Del Rio,Los Ortizes,Los Ojitos,Barranco Blanco,Barranco Alto,Ancon de Jacona,Larga de Jacona,Barranco de Jacona,Otra Vanda,El Rancho,Los Indios,San Ildefonso,Highline,Upper Consolidated,Lower Consolidated,Del Llano,La Nueva,Comunidad,Los Ortiz,Gardunos,Jose G Ortiz,Rincon,Cano,Las Joyas,Trujillos
2024-08-26,0,0,0,0,0,0.491,2.893,0.701,0.843,2.348,0,0,0.272,0.121,0.35,4.265,0,0,1.353,2.46,0.001,0.317,0,4.157,7.006,6.095,1.608,1.862,2.411,0.014,0,0,0.126,3.017,5.409,0
2024-08-27,0,0,0,0,0,0.422,2.863,0.606,0.971,2.399,0,0,0.359,0,0.25,4.108,0,0,1.343,0.317,0,0.317,0,5.851,14.317,13.717,4.485,4.778,5.346,0.001,0,0,0.003,0,4.514,0
2024-08-28,0,0,0,0,0.114,0.175,2.754,0.502,1.232,2.816,0,0,0.362,0,0.217,5.048,0,0.689,1.176,0.181,0,0.417,0,5.885,15.771,15.197,4.767,5.495,5.778,0,0,0,0.016,0,4.66,0
2024-08-29,0,0,0,0,0.123,0.138,4.695,0.373,1.401,3.157,0,0,0.363,0,0.102,0,0,0.187,1.104,0,0,0.318,0,6.182,15.826,15.406,4.784,5.667,5.842,0.207,0,0,0.012,0,4.053,0.442
2024-08-30,0,0,0,0,0.17,0.11,2.792,0.377,1.025,18.914,0,0,0.314,0,0.001,0,0,0.15,1.011,0,0,0.62,0,3.424,16.977,15.779,4.275,5.916,5.899,0.327,0,0,0.156,0,2.613,0.858
2024-08-31,0,0,0,0,0.182,0.106,2.696,0.364,1.082,2.586,0,0,0.228,0.19,0.124,0,0,2.856,0.972,0,1.922,0.667,0,4.893,8.755,8.316,2.81,3.443,3.166,0.709,0,0,0.91,0.004,1.901,0
2024-09-01,0,0,0,0,0.284,0.092,2.607,0.317,1.053,2.457,0,0,0.02,0.342,0.344,0,0,4.869,0.972,0,3.442,1.698,0,6.611,0.004,0,0,0.011,0.005,0,0,0,1.886,0,3.289,0
2024-09-02,0,0,0,0,0.148,0.085,2.522,0.317,0.939,2.319,0,0,0.27,0.101,0.343,0,0,4.718,0.944,0,2.668,2.925,0,5.857,0,0,0,0,0,1.589,0,0.948,2.041,0,2.957,0
2024-09-03,0,0,0,0,0.053,0.102,2.419,0.317,0.903,2.243,0,0,0.392,0,0.344,0,0,3.849,0.938,0,2.537,1.864,0,4.15,3.344,0.367,0,0.332,0.146,1.145,0,1.805,2.166,0,2.634,0
2024-09-04,0,0,0,0,0.437,0.239,2.317,0.317,0.869,2.174,0,0,0.399,0,0.343,0,0,0.245,0.939,3.16,0.58,2.262,0,1.76,3.727,0.591,0.27,0.277,0.177,0,0,0.911,2.462,3.164,2.524,0
2024-09-05,0,0,0,0,0,0.219,2.945,0.317,0.919,2.271,0.037,0.009,0.409,0,0.384,0,0,0.202,0.991,3.398,0.007,1.377,0,1.16,2.223,0.374,0.215,0.175,0.113,0.103,0,0,3.991,4.03,1.711,0.007
2024-09-06,0,0,0,0,0,0.215,2.327,0.317,0.929,2.222,0.003,0,0.483,0,0.417,0,0,0.147,1.075,0.317,0,0.317,1.369,2.946,1.721,0.293,0.003,0.051,0.172,0,0,0,0.001,2.365,0,0
2024-09-07,0,0,0,0,0,0.211,1.987,0.317,0.855,2.124,0,0,0.205,0.212,0.088,0,0,0.07,1.112,0.317,0,0.317,1.702,3.933,2.316,1.013,0,0.685,0.417,0,0,0,1.578,6.189,1.985,0
2024-09-08,0,0,0,0,0,0.209,1.04,0.317,0.808,2.061,0,0,0.02,0.357,0,3.765,0,0.001,1.081,0.317,0,0.317,1.643,3.071,0.01,0.005,0,0,0,0,0,0,3.722,6.464,4.937,0
2024-09-09,0,0,0,0,0,0.185,0.431,0.317,0.77,2.05,0,0,0.235,0.137,0.001,4.149,0,0.287,1.107,0.317,0,0.402,1.504,0,8.935,8.162,2.345,2.848,3.184,0.126,0,0,0.038,3.37,7.031,0
2024-09-10,0,0,0,0,0,0.153,0.102,0.317,0.742,1.994,0,0,0.413,0,0.093,3.104,0,0.639,1.046,0.324,0,0.574,1.443,2.527,15.913,15.381,4.926,5.971,6.129,0.591,0,0,0,0,6.774,0
2024-09-11,0,0,0,0,0,0.152,0.002,0.317,0.733,1.964,0,0,0.421,0,0.329,3.899,0,0.239,1.015,0.208,0,0.44,1.439,2.041,16.159,15.592,4.711,6.135,6.121,1.071,0,0,0,1.525,6.32,0.897
2024-09-12,0,0,0,0,0,0.167,0,0.317,0.68,1.984,0,0,0.472,0,0.414,4.234,0,0.184,0.972,0,0,1.364,1.091,0,16.992,16.481,4.862,6.884,6.227,0.376,0,0,0,3.587,4.33,4.236
2024-09-13,0,0,0,0,0,0.197,0,0.317,0.664,1.953,0,0,0.361,0,0.424,0,0,0.155,0.972,0,0,1.343,0.909,1.29,16.835,16.349,4.8,7.022,6.114,0.279,0,0,0,0.962,2.423,4.099
2024-09-14,0,0,0,0,0,0.159,0,0.317,0.649,1.975,0,0,0.282,0.197,0.418,0,0,2.465,0.981,0,0,0.319,0.834,1.235,8.776,9.038,2.823,4.145,3.528,0.329,3.01,0,0,0,2.191,4.071
2024-09-15,0,0,0,0,0,0.153,0,0.317,0.639,1.912,0,0,0.02,0.34,0.414,0,0,4.987,2.155,0,0,0.809,0.864,0.443,0,0.01,0.001,0,0.07,0.443,5.522,0,0,0,2.207,2.339
2024-09-16,0,0,0,0,0,0.155,0,0.36,0.708,2.186,0,0,0.329,0.103,0.409,0,0,2.971,2.491,0,0.001,0.545,0.278,4.03,0,0.11,0,0,0.162,0.387,2.85,0,0,0,2.052,0
2024-09-17,0.014,0.001,0,0,0,0.142,0.351,0.345,0.915,2.4,0.003,0,0.461,0,0.166,0,0,0.418,1.19,0.005,0.012,0.271,0.68,3.892,2.666,2.987,0.31,2.333,0.382,0,0,0,0.001,0,1.405,0
2024-09-18,0.014,0,0,0,0,0.115,0.736,0.317,0.809,1.983,0,0,0.525,0,0,0,0,0.217,0.02,0,0,0.258,1.177,1.652,0.013,0.032,0.011,0.033,0.091,0,0,0,0,0,0,0
2024-09-19,0,0,0,0,0,0.097,0.078,0.317,0.712,1.857,0,0,0.681,0,0,0,0,0.177,0,0,0,0.297,1.276,3.59,0,0.033,0,0,0.08,0,0,0,0,0,0,0
2024-09-20,0,0,0,0,0,0.087,0,0.382,0.687,1.822,0,0,0.704,0,0,0,0,0.152,0,0,0,0.317,0.973,3.591,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,0.004,0,0,0,0.044,0,1.009,0.52,0.67,1.94,0,0,0.159,0.241,0,0,0,0.17,0,0,0,0.717,0.777,3.785,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-22,0.006,0,0,0,0.067,0,1.532,0.604,0.653,2.04,0,0,0.02,0.386,0,0,0,0.152,0.47,0,0,0.321,0.874,5.573,0.564,0.376,0.057,0.155,0.151,0,0,0,0,0,0,0
2024-09-23,0,0,0,0,0.19,0,0.738,0.571,0.63,1.962,0,0,0.271,0.115,0,0,0,0.132,1.144,0,0,0.317,0.764,6.651,2.55,2.355,0.614,1.391,1.085,0,0,0,0,0,1.864,0
2024-09-24,0,0,0,0,0.017,0,0.276,0.499,0.607,1.894,0,0,0.579,0,0,0,0,0.074,1.039,0,0,0.317,0.764,5.773,3.039,2.846,0.967,1.413,1.362,0.151,0,0,0,0,3.718,0
2024-09-25,0,0,0,0,0,0,0.053,0.444,0.587,1.851,0,0,0.604,0,0.257,0,0,0.031,0.972,0,0,0.317,0.468,4.444,4.413,4.108,0.818,1.149,3.006,0.23,0,0,0,0,4.352,0.689
2024-09-26,0,0,0,0,0,0.032,0,0.421,0.575,1.766,0,0,0.635,0,0.42,0,0,0,0.972,0,0,0.491,0.515,4.88,11.394,10.997,0.01,3.056,8.025,0.098,0,0,1.314,0,5.322,2.5
2024-09-27,0,0,0,0,0.016,0.049,0,0.377,0.561,1.749,0,0,0.741,0,0.075,0,0,0,0.972,0,0,1.29,0.624,3.598,14.296,13.944,2.05,5.298,7.498,0.427,0,0,1.328,0,6.005,1.969
2024-09-28,0,0,0,0,0.025,0.038,0,0.377,0.567,1.813,0,0,0.372,0.233,0.335,0,0,0,0.967,0,0,1.537,0.49,0.775,16.142,15.784,5.068,6.065,6.221,0.725,0,0,1.781,0,6.271,1.941
2024-09-29,0,0,0,0,0.019,0.038,0,0.352,0.554,1.767,0,0,0.02,0.467,0.167,0,0,0,0.972,0,0,2.359,0.544,0.702,12.941,12.867,3.829,5.349,5.031,0,0,0,0.96,0,6.359,1.094
2024-09-30,0,0,0,0,0.013,0.03,0,0.323,0.518,1.795,0,0,0.292,0.149,0.001,0,0,0,0.935,0,0,0.526,0.431,0.048,6.73,6.404,1.776,3.278,2.297,0.143,0,0,0,3.644,3.419,0
2024-10-01,0,0,0,0,0.016,0,0,0.323,0.508,1.878,0,0,0.476,0,0.14,0,0,0,0.885,0,0,0.317,0.517,0,9.428,8.899,2.455,4.147,3.094,0.09,0,0,0.502,8.538,2.685,0
2024-10-02,0,0,0,0,0.013,0,0,0.337,0.51,1.888,0,0,0.588,0,0.439,0,0,0,0.823,0,0,0.317,0.348,0,8.895,9.089,2.755,4.038,3.306,1.847,0,0,2.36,11.29,3.961,0
2024-10-03,0,0,0,0,0,0,0,0.325,0.525,1.953,0,0,0.521,0,0.436,0,0,0,0.891,0,0,0.317,0.412,0,0,0.021,0.003,0.023,0.038,2.538,0,0,3.377,9.662,5.116,0.643
2024-10-04,0,0,0,0,0,0,0,0.295,0.529,2.074,0,0,0.653,0,0.436,0,0,0,0.911,0,0,1.362,0.332,0,1.387,1.156,0.469,0.251,0.654,3.096,0,0,0,9.052,3.812,0.872
2024-10-05,0,0,0,0,0.002,0,0,0.288,0.517,2.233,0,0,0.383,0.211,0.435,0,0,0,0.893,0,0,2.236,0.211,0,1.402,1.444,0.795,0,0.978,3.141,0,0,0,5.331,1.109,0.872
2024-10-06,0,0,0,0,0.013,0,0,0.295,0.525,2.266,0,0,0.02,0.419,0.44,0,0,0,0.852,0,0,0.427,0.375,0,3.482,3.101,0.892,1.423,1.136,2.337,0,0,0,3.095,0,0
2024-10-07,0,0,0,0,0.017,0,0,0.28,0.52,2.31,0,0,0.318,0.124,0.2,0,0,0,0.893,0,0,0.317,0.273,0,5.9,5.509,1.549,2.8,1.983,0.378,0,0,0,3.894,0,0
2024-10-08,0,0,0,0,0.021,0,0,0.276,0.532,24.463,0,0,0.506,0,0.196,0,0,0,0.893,0,0,0.317,0.311,0,5.81,5.466,1.231,2.755,1.983,1.26,0,0,0,3.06,0,0
2024-10-09,0,0,0,0,0.016,0,0,0.266,0.525,28.06,0,0,0.594,0,0.143,0,0,0,0.893,0,0,0.343,0.334,0,5.756,5.431,1.098,2.8,1.971,1.529,0,0,0,1.839,0,0
2024-10-10,0,0,0,0,0,0,0,0.262,0.518,17.577,0,0,0.545,0,0.069,0,0,0,0.923,0,0,0.377,0.335,0,2.47,2.554,0.722,1.353,1.036,1.023,0,0,0,3.935,0,0
2024-10-11,0,0,0,0,1.084,0,0,0.256,0.533,0.457,0,0,0.535,0,0.44,0,0,0,0.826,0,0,0.377,0.254,0,0,0.007,0,0,0.019,0.065,0,0,0,5.384,0,0
2024-10-12,0,0,0,0,0.999,0,0,0.249,0.53,0,0,0,0.277,0.246,0.32,0,0,0,0.857,0,0,0.757,0.269,0,0,0,0,0,0,0.036,0,0,0,4.538,0,0
2024-10-13,0,0,0,0,0,0,0,0.247,0.53,0,0,0,0.02,0.478,0.439,0,0,0,1.076,0,0,0.761,0.266,0,0,0,0,0,0,0,0,0,0,6.876,0,0
2024-10-14,0,0,0,0,0.062,0,0,0.28,0.544,0,0,0,0.438,0.172,0.203,0,0,0,1.513,0,0,1.269,0.148,0,0,0,0,0,0,1.297,0,0,0,5.801,0,0
2024-10-15,0,0,0,0,0.14,0,0,0.321,0.542,0,0,0,0.703,0,0,0,0,0,1.629,0.313,0,0.698,0.202,0,0,0,0,0,0,1.391,0,0,0,6.008,0,0
2024-10-16,0,0,0,0,0.118,0,0,0.343,0.552,0,0,0,0.569,0,0,0,0,0,1.317,1.199,0,0.408,0.105,0,0,0,0,0,0,0.364,0,0,0,3.78,0,0.497
2024-10-17,0,0,0,0,0.08,0,0,0.384,0.602,0,0,0,0.697,0,0,0,0,0.024,0.901,1.069,0,0.436,0.096,0,0.045,0.023,0,0,0.011,1.258,0,0,0,2.156,0,0.654
2024-10-18,0,0,0,0,0.061,0,0,0.487,0.733,0,0,0,0.525,0,0,0,0,0.165,1.077,0.288,0,0.445,0,0,0.009,0.034,0,0,0.044,0,0,0,0,0,0,0
2024-10-19,0.025,0.003,0,0.002,0.09,0,0,0.821,1.57,0,0.01,0,0.615,0.215,0,0,0,0.491,1.552,0.393,0.019,0.491,0,0,0.166,0.297,0,0.18,0.218,0,0,0,0,0,0,0
2024-10-20,0.025,0,0,0.003,0,0,0,0.655,1.758,0,0,0,0.02,0.412,0,0,0,0.268,1.649,0.31,0.008,0.496,0.176,0,0.035,0.058,0,0.009,0.091,0,0,0,0,0,0,0
2024-10-21,0.017,0,0,0,0,0,0,0.367,1.444,0,0,0,0.025,0.416,0,0,0,0.235,1.508,0.31,0.001,0.437,0.398,0,0.008,0.017,0,0,0.031,0.834,0,0,0,0,0,0
2024-10-22,0,0,0,0,0,0,0,0.185,1.115,0,0,0,0.026,0.417,0,0,0,0.246,1.427,0.317,0,0.377,0.402,0,0,0,0,0,0,4.39,0,0,0,0,0,0
2024-10-23,0,0,0,0,0,0,0,0.154,0.993,0.022,0,0,0.026,0.417,0,0,0,0.258,1.241,0.234,0,0.324,0.292,0,0,0,0,0,0,7.718,0,0,0,0,0,0
2024-10-24,0,0,0,0,0,0,0,0.133,0.948,0,0,0,0.025,0.417,0,0,0,0.276,1.068,0.028,0,0.218,0.37,0,0,0,0,0,0,8.837,0,0,0,0,0,0
2024-10-25,0,0,0,0,0,0,0,0.144,0.863,0,0,0,0.027,0.414,0,0,0,0.367,1.071,0,0,0.218,0.532,0,0,0,0,0,0,8.747,0,0,0,0,0,0
2024-10-26,0,0,0,0,0,0,0,0.156,0.883,0,0,0,0.025,0.296,0,0,0,0.379,1.072,0,0,0.211,0.414,0,0,0,0,0,0,6.997,0,0,0,0,0,0
2024-10-27,0,0,0,0,0,0,0,0.159,0.875,0,0,0,0.582,0,0,0,0,0.379,1.073,0,0,0.18,1.044,0,0,0,0,0,0,0.403,0,0,0,0,0,0
2024-10-28,0,0,0,0,0,0,0,0.103,0.837,0,0,0,0.081,0,0,0,0,0.437,1.079,0,0,0.132,0.791,0,0,0,0,0,0,2.643,0,0,0,5.389,0,0
2024-10-29,0,0,0,0,0,0,0,0,0.85,0,0,0,0.046,0,0,0,0,0.534,1.316,0,0,0.136,0.694,0,0,0,0,0,0,4.253,0,0,0,7.62,0,0
2024-10-30,0,0,0,0,0,0,0,0,0.575,0,0,0,2.856,0,0,0,0,0.588,1.649,0,0,0.101,0.911,0,0,0,0,0,0,3.203,0,0,0,5.734,0,0
2024-10-31,0,0,0,0,0,0,0,0,0.001,0,0,0,0.114,0,0,0,0,0.693,1.684,0,0,0,1.612,0,0,0,0,0,0,1.756,0,0,0,6.59,0,0
